id;judul;isbn_issn;tahun_terbit;deskripsi;
1283;MENINGGALKAN AMBON DENGAN KEPALA TEGAK ( HIKMAT ISRAR );9790093;2013;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1284;NASKAH DEPARTEMEN MATA KULIAH HUBUNGAN INTERNASIONAL_KEP / 13 / IV / 2016;9790094;2016;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1285;NASKAH DEPARTEMEN MATA KULIAH HUBUNGAN INTERNASIONAL_KEP / 17 / VI / 2016;9790095;2016;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1286;NASKAH DEPARTEMEN MATA KULIAH KEPEMIMPINAN STRATEGIS;9790096;2015;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1287;NASKAH DEPARTEMEN MATA KULIAH OPERASI MILITER UNTUK PERANG OMP POKOK BAHASAN PERENCANAAN DINAS STAF AD NO 24389;9790097;2016;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1288;NASKAH DEPARTEMEN MATA KULIAH OPERASI MILITER UNTUK PERANG OMP POKOK BAHASAN PERENCANAAN DINAS STAF AD NO 24390;9790098;2016;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1289;NASKAH DEPARTEMEN MATA KULIAH STRATEGI DAN KONFLIK BERSENJATA;9790099;2014;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1290;NASKAH DEPARTEMEN MATA KULIAH STUDI WILAYAH PERTAHANAN TGL 28 JULI 2015;9790100;2015;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1291;NASKAH DEPARTEMEN MATA KULIAH TEORI PERANG DAN STRATEGI;9790101;2015;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1292;NASKAH DEPARTEMEN TENTANG MATA KULIAH MANAJEMEN PERTAHANAN MATRA;9790102;2014;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1294;NASKAH DEPARTEMEN TENTANG MATA KULIAH OPERASI MILITER UNTUK PERANG (OMP) POK;9790104;2015;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1295;NASKAH DEPARTEMEN TENTANG MATA KULIAH OPERASI MILITER UNTUK PERANG UN;9790105;2014;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1296;NASKAH SEMENTARA BUKU PETUNJUK ADMINISTRASI PEMELIHARAAN MATERIL PERALATAN;9790106;2006;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1297;NASKAH SEMENTARA BUKU PETUNJUK ADMINISTRASI PENDIDIKAN;9790107;2004;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1298;NASKAH SEMENTARA BUKU PETUNJUK ADMINISTRASI PENGORGANISASIAN TNI AD;9790108;2006;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1299;NASKAH SEMENTARA BUKU PETUNJUK ADMINISTRASI PERBENGKELAN;9790109;2006;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1300;NASKAH SEMENTARA BUKU PETUNJUK ADMINISTRASI POKOK-POKOK PEMBINAAN KURIKULUM PENDIDIKAN TNI AD;9790110;2004;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1303;NASKAH SEMENTARA BUKU PETUNJUK OPERASI TNI TENTANG OPERASI MENGATASI GERAKAN SEPARATIS BERSENJATA;9790113;2008;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1304;NASKAH SEMENTARA BUKU PETUNJUK PEMBINAAN PENGORGANISASIAN;9790114;2004;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1305;OPERASI MILITER TNI AD MENUMPAS GERAKAN KOMUNIS PGRS DAN PARAKU;9790115;2018;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1311;PERUBAHAN I BUKU PETUNJUK TEKNIK EVALUASI HASIL BELAJAR DI LINGKUNGAN LEMBAGA PENDIDIKAN AD;9790121;2005;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1315;BUKU PETUNJUK TEKNIK DRILL TEKNIS, DRILL TAKTIS, DAN DRILL TEMPUR (30529);9790125;2014;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1332;POKOK POKOK PIKIRAN ABRI TENTANG PEMBANGUNAN JANGKA PANJANG TAHAP KEDUA;9790142;1991;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1333;SEJARAH TNI JILID III;9,7912E+11;2000;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1334;BUKU PETUNJUK TEKNIK GELADI POSKO II;9790144;2004;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;
1338;BUKU PETUNJUK TEKNIK PENERAPAN HUKUM HAM DAN HUKUM HUMANITER DALAM PENYELENGGARAAN LATIHAN;9790148;2003;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1340;BUKU PETUNJUK TEKNIK PERANGKAT KENDALI PENDIDIKAN TINGKAT KEBIJAKSANAAN;9790150;2006;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1341;BUKU PETUNJUK TEKNIK STANDARISASI INDEKS LATIHAN;9790151;2006;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1342;BUKU PETUNJUK TEKNIK TNI AD MORTIR 81 MM TAMPELLA (FINLANDIA);9790152;1986;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1343;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 2 PERALATAN;9790153;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1344;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 1 PERALATAN;9790154;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1345;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 3 PERALATAN;9790155;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1346;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 4 PERALATAN;9790156;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1347;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 5 PERALATAN;9790157;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1348;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 6 PERALATAN;9790158;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1349;BUKU PETUNJUK TEKNIS PEDOMAN KHUSUS JABATAN - 7 PERALATAN;9790159;2013;Buku Petunjuk berfungsi untuk memberikan suatu petunjuk dan arahan kepada para pembaca. Dimana semua petunjuk dan arahan yang ada pada buku tersebut dapat dijadikan sebagai sebuah pedoman dalam suatu kegiatan tertentu.;
1350;DOKTER;9790160;1980;Dokter Modern merupakan hasil perubahan berabad-abad. Buku ini melacak perkembangan sejak munculnya dukun pada zaman primitif sampai spesialis yang berpendidikan tinggi dan mengadakan praktik di rumah sakit serta klinik kota masa kini.;
1352;BUKU PETUNJUK LAPANGAN DETASEMEN PERALATAN DIVISI INFANTERI;9790161;2011;Buku Petunjuk Lapangan tentang Detasemen Peralatan Divisi Infanteri.;
1355;MITIGASI DAN KESIAPSIAGAAN BENCANA BANJIR DAN KEBAKARAN;978-979-456-473-8;2012;Peristiwa kebencanaan merupakan fenomena global dengan frekuensi dan besaran (nagnitude) yang makin meningkat. posisi geografis Indonesia yang terletak pada persimpangan empat lempeng tektonik menyebabkan Indonesia termasuk dalam wilayah rawan bencana.;
1356;SETIAP PEMIMPIN HARUS BACA BUKU INI;979083022X;2011;Dari pertimbangan yang lebih besar lagi  negara kita memerlukan lebih banyak lagi pemimpin-pemimpin yang baik dari semua tipe untuk memimpin ribuan perusahaan (bahkan tak terhitung)  organisasi nirlaba  departemen kepemerintahan  klub  asosiasi  sekolah  universitas  gereja  sinagogi  dan banyak lagi kelompok lainnya.;
1357;ILMU ADMINISTRASI PUBLIC;9795187384;2010;Buku ini bersifat pengantar untuk memasuki keilmuan Administrasi Publik yang begitu luas. dan sudah dibicarakan para ahlinya sejak zaman klasik dna neo-klasik.;
1358;500 CONTOH SURAT PERJANJIAN;9,78603E+12;2002;Pada umumnya  kita baru merasa kesulitan atau kebingungan manakala kita berada dalam satu kondisi yang mengharuskan ada bukti pernyataan atau tertulis hitam diatas putih. Dan yang paling disayangkan lagi  ketika pada kondisi tersebut kita tidak mengerti atau paham harus membuat atau menyatakan benar tidaknya isi dari surat-surat tersebut.;
1359;TEORI ORGANISASI STRUKTUR DESAIN DAN APLIKASI;9794312320;1994;Teori Organisasi (TO) adalah salah satu subdisiplin yang paling menarik dan relevan dalam ilmu-ilmu administrasi. Misalnya  didalam buku ini  anda akan menemukan jawaban terhadap pertanyaan: Apakah organisasi besar lebih atau kurang efisien dibandingkan yang kecil?;
1360;SAINS MANAJEMEN;9796910284;2001;Sains manajemen adalah penerapan ilmiah yang menggunakan perangkat dan metode matematika untuk memecahkan masalah manajemen dalam rangka membantu manajer dan pimpinan serta pihak manajemen dalam rangka membantu manajer dan pimpinan serta pihak manajemen menggunakan teknik matematika  statistik  ilmu-ilmu murni  dan perekayasaan.;
1361;PANDUAN MENULIS BERITA  EDISI REVISI;97936028721;2007;Besar minat masyarakat untuk mempelajari jurnalistik tidak diimbangi dengan kesiapan sarana dan prasarana di perguruan tinggi. Masalah klasik yang dihadapi adalah  ketersediaan tenaga pengajar.;
1364;APAKAH ANDA SEORANG MANAGER YANG KREATIF;9790164;1991;Memimpin adalah istilah yang digunakan untuk pengertian membimbing orang lain  mencapai hasil melalui orang lain  memberikan dan melaksanakan perintah. Pemimpin politik  presiden  dan para penyelia sebenarnya adalah para manajer. Pada hakikatnya  orang yang ingin mencapai hasil yang telah ditetapkan sebelumnya paling sedikit harus memimpin dirinya sendiri.;
1366;ASPEK HUKUM PENGADAAN BARANG DAN JASA DAN BERBAGAI PERMASALAHAN NYA;9,78979E+12;2012;Praktik pengadaan barang dan jasa di Indonesia semakin berkembang pesat seiring dengan kebutuhan berbagai barang dan jasa serta spesifikasi barang dan jasa yang dibutuhkan baik untuk kebutuhan di lingkungan pemerintah  BUMN  dan BUMD.;
1367;BUKU PEGANGAN MANAJEMAN DAN SUPERVISOR;9,7928E+11;1982;Sebuah buku teks tentang bagaimana melaksanakan supervisi yang efektif. Bagaimana berpikir dan bertindak sebagai seorang manajer profesional. Bagaimana merencanakan pekerjaan secara efektif. Teknik membangun kelompok kerja yang solid.;
1368;ENSIKLOPEDIA MENEJEMEN;9795261223;1994;Ruang lingkup entri (lema) dalam Ensiklopedia Menejemen tulisan Prof. Komaruddin ini meliputi Akunting dan pengawasan  Enjiniring industri  Falsafah menejemen  Hubungan masyarakat  Hukum oerburuhan  dan lain lain. Buku ini berisi ribuan entri yang berfaedah bagi pelajar  mahasiswa  pendidik  administrator  administrasionis  masyarakat bisnis  perbankan  dan industri.;
1369;GLOBAL WORK MENJEMBATANI JARAK,BUDAYA DAN WAKTU;9,7928E+11;1996;Globalisasi kegiatan ekonomi barangkali merupakan kecenderungan yang pasti dari zaman kita. Ia tidak hanya mengubah bentuk aspek-aspek kehidupan ekonomi di tingkat makro melainkan juga aspek-aspek pribadi  termasuk dimana  kapan  bagaimana  dan dengan siapa kita melaksanakan pekerjaan kita sehari-hari.;
1370;HUMAN KAPITAL MANAGEMENT;9,78602E+12;2012;George Friedman dalam prediksinya tentang masa depan mengatakan bahwa masa depan kekuatan ekonomi negara ditentukan oleh kekuatan pertahanan negara.;
1371;MANAJEMEN KINERJA EDISI KEEMPAT;9,7898E+12;2014;Suatu organisasi dibentuk untuk mencapai tujuan bersama  namun untuk mencapai tujuan secara efektif diperlukan manajemen yang baik dan benar.;
1372;MANAJEMEN KINERJA FALSAFAH TEORI  DAN PENYEBABNYA;9793721758;2005;Buku ini bertujuan untuk memberikan pengetahuan tentang manajemen kinerja yang disertai latar belakang falsafah dasarnya  teori dan proses manajemen kinerja termasuk langkah-langkah penerapan yang diperlukan untuk pengembangan dan pelaksanaan pengelolaan kinerja.;
1373;MEMAHAMI EVALUASI KINERJA KARYAWAN;9,78602E+13;2015;Evaluasi adalah kegiatan yang dilakukan oleh setiap orang dalam kehidupan sehari-hari. Pada saat pergi keluar rumah  membeli barang  melanjutkan sekolah  melamar pekerjaan  menetapkan pasangan hidup  berdomisili  membangun ruman  dan lain-lainnya  seseorang dihadapkan atas sejumlah pilihan yang harus ia tetapkan.;
1374;PENGAMBILAN KEPUTUSAN SECARA KUANTITATIF;97942137310;2002;"Pengambilan keputusan adalah kegiatan pokok para manajer. Kadang-kadang keputusan dibuat hanya berdasarkan pada ketajaman intuisi atau perasaan""";
1377;RESTRUKTURISASI DAN PEMBERDAYAAN ORGANISASI;9,78603E+12;2014;Dewasa ini organisasi / perusahaan membutuhkan fleksibilitas tinggi untuk menghadapi masalah yang semakin kompleks dan keadaan yang berubah cepat.;
1379;SISTEM INFORMASI BERBASIS AKTIVITAS;9,7898E+12;1999;Tidak peduli apakah Anda berusaha meningkatkan bottom line bisnis Anda atau melakukan streamlining keputusan akhir perusahaan  Activity-Based Information System memberikan Anda informasi ahli dan mengetahui apa yang Anda butuhkan untuk mengawali jalan kesuksesan.;
1380;SISTEM INFORMASI MANAJEMEN PENDIDIKAN;9795267604;2006;Tantangan dunia Kependidikan yang berorientasi pendidikan untuk semua dan dituntut menyediakan lulusan yang bermutu dan siap pakai dalam lapangan pekerjaan (link and match)  mau tidak mau membuat lembaga kependidikan harus menerapkan strategi yang tepat.;
