id;user_id;judul;tahun_terbit;deskripsi;created_at
4724;1845;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;24/03/22 11.31
1363;1845;10 SECRETS OF SUCCESSFUL LEADERS;2007;10 Secrets of Successful Leaders akan mengubah cara Anda berpikir tentang karier Anda  dan menunjukkan kepada Anda bagaimana menjadi pemimpin perusahaan yang dapat mendaki tangga sejauh yang Anda inginkan.;24/03/22 11.31
1424;1845;100 KESIAPSIAGAAN BEKANGDAM JAYA DALAM MANAJEMENT RISK APPROACH;2020;Taskap berjudul Kesiapsiagaan BEKANGDAM Jaya dalam management Risk Approach Penanggulangan Bencana di wilayah DKI Jakarta oleh Yudi Wibowo  S.sos.;24/03/22 11.32
4863;1845;100 Tokoh Paling Berpengaruh Sepanjang Masa;2005;Pada tahun 1978  ketika buku Hart  100 Tokoh Paling Berpengaruh Sepanjang Masa yang kontroversial pertama kali dipublikasikan  banyak kritik menolak Hart yang telah berani tidak hanya memilih siapa saja yang menurutnya paling berpengaruh sepanjang sejarah  tetapi juga menyusun peringkat berdasarkan seberapa pentingnya mereka.;24/03/22 11.32
4841;1845;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia;2007;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia adalah buku yang menarik tentang petualangan nyata dari para pahlawan pria dan wanita  strategi-strategi cerdas  dan para diktator jahat. Kumpulan biografi yang disusun secara kronologis  menyajikan fakta-fakta yang sering kali sangat kejam dan kemungkinan-kemungkinan luar biasa yang harus diatasi oleh para pemimpin untuk mencapai kemenangan dan bagaimana kontribusi mereka telah membentuk dunia yang kita tempati saat ini.;24/03/22 11.32
4724;2007;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;24/03/22 11.41
2072;1947;WILOPO 70 TAHUN;1979;Purworejo adalah nama Ibukota Kabupaten di daerah Jawa Tengah bagian Selatan. Sebuah kota yang kecil saja;
1419;1947;WONG PARE DADI JENDERAL;2009;Pertumbuhan dan perkembangan semasa kecil yang dialami Aguk sering berpindah-pindah tempat dari kota satu ke kota lainnya dalam rangka mengikuti tugas ayahnya yang berprofesi sebagai seorang tentara.;24/03/22 13.53
3399;1947;Yahudi Zionis Kapitalis;1990;Yahudi Zionis Kapitalis;24/03/22 13.54
4491;1865;100 Tokoh Intelijen Dunia;2011;Hampir setiap negara memiliki badan-badan atau lembaga intelijen;
1470;1947;144 OPTIMALISASI GELAR KEKUATAN TNI DI KEPULAUAN NATUNA;2020;Taskap yang dibuat dengan Judul 144 OPTIMALISASI GELAR KEKUATAN TNI DI KEPULAUAN NATUNA.;24/03/22 14.02
1471;1947;145 OPTIMALISASI PERAN KOREM 132 TDL DALAM PENANGGULANGAN BENCANA ALAM;2020;Taskap yang dibuat dengan Judul 145 OPTIMALISASI PERAN KOREM 132 TDL DALAM PENANGGULANGAN BENCANA ALAM.;24/03/22 14.02
2597;1886;100 HIKMAH RAMADHAN;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";24/03/22 14.11
1424;1886;100 KESIAPSIAGAAN BEKANGDAM JAYA DALAM MANAJEMENT RISK APPROACH;2020;Taskap berjudul Kesiapsiagaan BEKANGDAM Jaya dalam management Risk Approach Penanggulangan Bencana di wilayah DKI Jakarta oleh Yudi Wibowo  S.sos.;24/03/22 14.47
4724;1827;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;24/03/22 14.52
4724;1856;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;24/03/22 15.12
4481;1856;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;24/03/22 15.12
1423;1845;1001 CARA CEPAT NAIK PANGKAT;2000;Buku ini menyajikan 1001 teknik mempromosikan diri  lengkap dengan ratusan kisah nyata yang mencakup semua fungsi promosi penting termasuk mengidentifikasi strategi promosi dan menyesuaikan ke dalam sebuah rencana induk.;24/03/22 15.39
4481;625;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;24/03/22 16.28
5488;1909;Petunjuk Teknis Taktik Dan Teknik Mekanis;2021;Petunjuk Teknis Taktik Dan Teknik Mekanis;25/03/22 07.18
5486;1909;Petunjuk Teknis Latihan Menembak Senjata Berat Teknis Terpadu;2021;Petunjuk Teknis Latihan Menembak Senjata Berat Teknis Terpadu;25/03/22 07.20
5579;1977;Unholy Trinity;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;25/03/22 07.22
5122;1909;Para Jenderal Kaliber Dunia;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;25/03/22 07.22
4724;1977;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;25/03/22 07.22
5578;1999;Undang-Undang Otonomi Daerah 1999 Dan Petunjuk Pelaksanaan Undang-Undang Otonomi Daerah;2000;Undang-Undang Otonomi Daerah 1999 UU no. 22 tahun 1999 tentang Pemerintahan Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggara Negara yang Bersih dan Bebas dari KKN.;25/03/22 07.23
5581;1977;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;25/03/22 07.24
5577;1999;Undang-Undang Otonomi Daerah 1999;1999;Undang-Undang Otonomi Daerah UU no. 22 tahun 1999 tentang Pemerintah Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggaraan Negara yang bersih dan bebas dari Korupsi  Kolusi dan Nepotisme.;25/03/22 07.25
5576;1999;Undang-Undang Otonomi Daerah 1999;1999;Undang-Undang Otonomi Daerah 1999 UU No. 22 tahun 1999 tentang Pemerintahan Daerah UU No. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU No. 28 tahun 1999 tentang Penyelenggara Negara yang bersih dan bebas dari Korupsi Kolusi Nepotisme dan Komentar Pakar Hukum Administrasi Negara dan Komentar Pakar Hukum Administrasi Negara Prof. Dr. Philipus M. Hadjon SH.;25/03/22 07.27
3159;1943;Petunjuk Penyelenggaraan tentang Penelitian dan Pengembangan Materiil;2019;Petunjuk Penyelenggaraan tentang Penelitian dan Pengembangan Materiil;25/03/22 07.31
1496;1943;168 OPTIMALISASI MANAJEMEN PERENCANAAN LOGISTIK DITBEKANGAD;2020;Taskap yang dibuat dengan Judul 168 OPTIMALISASI MANAJEMEN PERENCANAAN LOGISTIK DITBEKANGAD.;25/03/22 07.47
4531;1909;Secret Societies 21 Organisasi Perusak Dunia;2009;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;25/03/22 07.54
4964;1977;1453 Detik-Detik Jatuhnya Konstantinopel ke Tangan Muslim;2011;Selama lebih dari seribu tahun  Konstantinopel adalah pusat dunia Barat sekaligus pertahanan Kristen terhadap Islam. Selama itu pula kota ini tak lepas dari ancaman  namun selalu selamat dari penyerangan rata-rata setiap empat puluh tahun.;25/03/22 08.00
4724;1998;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;25/03/22 08.23
5575;1999;Tragedi Anak Revolusi;1989;Pada zaman modern seperti sekarang ini  jarang ada suatu bangsa yang telah menderita akibat suatu tukanan politik. Akan tetapi penderitaan semacam itu telah dialami oleh rakyat Cina dalam seperempat abad terakhir ini.;25/03/22 09.39
5574;1999;TNI Antara Tuntutan Reformasi dan Beban Sejarah;2000;Sejak reformasi bergulir  eksistensi TNI tidak henti-hentinya mendapat sorotan. Perkembangan terakhir  Polisi memisahkan diri dari ABRI secara struktural  saat mana TNI disibukkan dengan berbagai gangguan keamanan dan established politik di elite pemerintahan.;25/03/22 10.12
5573;1999;Tips Dan Trik Public Relations;2004;Upaya untuk mereposisi industri public relations Indonesia pada dasarnya merupakan kemampuan mengintegrasikan beberapa faktor penting. Dari perspektif makro  para profesional public relations harus memimpin hubungan organisasi dengan masyarakat.;25/03/22 10.14
1482;1911;154 MENINGKATKAN PERAN KOREM DALAM MEMBINA KESIAPAN OPERASIONAL YONIF TER;1996;Taskap yang dibuat dengan Judul 154 MENINGKATKAN PERAN KOREM DALAM MEMBINA KESIAPAN OPERASIONAL YONIF TER;25/03/22 11.11
5571;1999;The Manager's Self Assessment Kit;1993;Buku ini diperuntukkan bagi para manajer yang ingin mengembangkan karier mereka sendiri. Jika Anda serang meniti karier awal atau telah mencapat tingkat madya  maka buku ini sesuai untuk Anda.;25/03/22 11.22
5582;2085;Worldclass Manufacturing Dekade Mendatang;1996;Semenjak ditemukannya metode pembukuan berpasangan (double-entry)  manajer menilai kekayaan perusahaan melalui penjualan dan keuntungan. Kini  Richard J. Schonberger  arsitek revolusi Just-In-Time dunia  dengan melampaui batas-batas ukuran finansial mendefinisikan kembali arti keunggulan-dan mengungkapkan  dengan data bencmark baru  bagaimana para pelopor menjadi dinasti.;25/03/22 14.11
4481;2080;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;25/03/22 14.13
4297;2086;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;25/03/22 14.17
4724;2086;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;25/03/22 14.17
4481;2086;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;25/03/22 14.18
1363;2086;10 SECRETS OF SUCCESSFUL LEADERS;2007;10 Secrets of Successful Leaders akan mengubah cara Anda berpikir tentang karier Anda  dan menunjukkan kepada Anda bagaimana menjadi pemimpin perusahaan yang dapat mendaki tangga sejauh yang Anda inginkan.;25/03/22 14.19
2597;2086;100 HIKMAH RAMADHAN;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";25/03/22 14.19
1424;2086;100 KESIAPSIAGAAN BEKANGDAM JAYA DALAM MANAJEMENT RISK APPROACH;2020;Taskap berjudul Kesiapsiagaan BEKANGDAM Jaya dalam management Risk Approach Penanggulangan Bencana di wilayah DKI Jakarta oleh Yudi Wibowo  S.sos.;25/03/22 14.20
4841;2086;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia;2007;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia adalah buku yang menarik tentang petualangan nyata dari para pahlawan pria dan wanita  strategi-strategi cerdas  dan para diktator jahat. Kumpulan biografi yang disusun secara kronologis  menyajikan fakta-fakta yang sering kali sangat kejam dan kemungkinan-kemungkinan luar biasa yang harus diatasi oleh para pemimpin untuk mencapai kemenangan dan bagaimana kontribusi mereka telah membentuk dunia yang kita tempati saat ini.;25/03/22 14.20
4491;2086;100 Tokoh Intelijen Dunia;2011;Hampir setiap negara memiliki badan-badan atau lembaga intelijen;
4863;2086;100 Tokoh Paling Berpengaruh Sepanjang Masa;2005;Pada tahun 1978  ketika buku Hart  100 Tokoh Paling Berpengaruh Sepanjang Masa yang kontroversial pertama kali dipublikasikan  banyak kritik menolak Hart yang telah berani tidak hanya memilih siapa saja yang menurutnya paling berpengaruh sepanjang sejarah  tetapi juga menyusun peringkat berdasarkan seberapa pentingnya mereka.;25/03/22 14.21
1432;1856;109 OPTIMALISASI SDM PRAJURIT DALAM RANGKA MENGIMBANGI MODERNISASI ALUTSISTA TNI AD;2020;Taskap yang dibuat dengan Judul 109 OPTIMALISASI SDM PRAJURIT DALAM RANGKA MENGIMBANGI MODERNISASI ALUTSISTA TNI AD.;26/03/22 10.18
5582;1825;Worldclass Manufacturing Dekade Mendatang;1996;Semenjak ditemukannya metode pembukuan berpasangan (double-entry)  manajer menilai kekayaan perusahaan melalui penjualan dan keuntungan. Kini  Richard J. Schonberger  arsitek revolusi Just-In-Time dunia  dengan melampaui batas-batas ukuran finansial mendefinisikan kembali arti keunggulan-dan mengungkapkan  dengan data bencmark baru  bagaimana para pelopor menjadi dinasti.;26/03/22 11.47
5570;1999;The Magic Lantern;2004;Dengan mengambil latar belakang dunia magis Pusat Bumi yang dihuni oleh bajang  Elf  Goblin  dan penyihir. Magic Lantern menjadi sebuah kisah menawan seputar pengembangan pribadi yang menawarkan kunci sukses dan kebahagiaan kepada para pembacanya.;26/03/22 12.45
5569;1999;The Jack Welch Secrets 10 Rahasia Sukses CEO Paling Fenomenal DI Zaman Kita;2009;Tahun-tahun yang lewat menjadi saksi kukuhnya posisi Welch di aula agung para pelaku bisnis hebat. Dalam daftar para pemikir manajemen kelas dunia  the Thinkers 50  para praktisi bisnis hebat mendominasi  dengan Welch dan Bill Gates dalam sepuluh besar.;26/03/22 18.59
5566;1999;Teori Poskolonial Upaya Meruntuhkan Hegemoni Barat;2007;Pada dasawarsa terakhir  poskolonialisme telah memainkan peran khusus dengan teori-teori semacam paskastrukturalisme  psikoanalisis ddan feminisme sebagai sebuah wacana kritis utama dalam ilmu-ilmu kemanusiaan.;26/03/22 19.57
5565;1999;Teori Dan Profesi Kehumasan Serta Aplikasinya Di Indonesia;2008;Bidang profesi humas (hubungan masyarakat) merupakan salah satu aspek manajemen yang diperlukan oleh setiap organisasi  baik itu organisasi yang bersifat komersial (perusahaan) maupun organisasi yang nonkomersial.;26/03/22 19.57
5564;1999;Teori Dan Filsafat Ilmu Politik;2012;"Ilmu Politik dengan Teori Politik dan Filsafat Ilmu Politik"" di Indonesia sudah setengah abad lebih berkembang. Dalam waktu yang boleh dikata relatif pendek sudah cukup banyak terjadi berbagai perkembangan karena pengaruh dunia luar maupun karena terjadinya perkembangan di dalam negeri.""";26/03/22 19.57
5563;1999;Teori Cetak Tinggi;1979;Di sebagian besar perusahaan percetakan  mesin cetak degel dipergunakan untuk mencetak pekerjaan kecil-kecil. Hasil cetak diperoleh dengan degel yang bergerak  menekan pada dulang-acuan yang berdiri tetap.;26/03/22 20.16
5562;1999;Teori Akuntansi Buku 2 Theodorus M. Tuanakotta;1986;Buku yang dibagi dalam dua jilid  membahas: struktur  konsep. Dan pengukuran dalam teori akuntansi. Untuk memungkinkan pembaca mengerti dan menilai teori akuntansi masa kini  sebuah bab meninjau sejarah teori dan pemikiran akuntansi;
5561;1999;Teori Akuntansi Buku 1 Theodorus M. Tuanakotta;1984;Buku Teori Akuntansi ini diterbitkan dalam dua jilid. Isi dari masing-masing jilid ini dapat dilihat pada halaman III sampai dengan halaman VI. Buku ini dimaksudkan sebagai buku teks untuk mata kuliah teori akuntansi keuangan yang biasanya diberikan di fakultas-fakultas ekonomi yang mempunyai jurusan akuntansi dan akademi-akademi akuntansi.;26/03/22 20.17
5560;1999;Teologi Perjumpaan Buku Kenangan 72 Tahun Roland Dumartheray;1993;Sebab itu tidaklah mengherankan kalau gereja-gereja di Indonesia begitu banyak mengenal sahabat-sahabat oikumene dari luar negeri. Mereka berasal dari gereja-gereja Belanda  Jerman Swiss  dan negerti-negeri Eropa juga Amerika.;26/03/22 20.17
5559;1999;Teknologi Roket Untuk Perang Dan Damai;1989;Menurut sejarah  roket mula-mula ditemukan oleh bangsa Cina Kuni yang dimanfaatkan untuk menakuti musuhnya. Roket pada waktu itu dikenal sebagai senjata api terbang atau panah api.;26/03/22 20.18
5580;2023;Usaha Memahami Undang-Undang Tentang Peradilan Tata Usaha Negara Buku II;1994;Dewasa ini semakin banyak masyarakat menggugat para pejabat dan lembaga pemerintah. Hal ini menunjukkan bahwa keberadaan Peradilan Tata Usaha Negara sebagai lembaga pengaduan sangat diperlukan.;26/03/22 22.47
4841;1940;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia;2007;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia adalah buku yang menarik tentang petualangan nyata dari para pahlawan pria dan wanita  strategi-strategi cerdas  dan para diktator jahat. Kumpulan biografi yang disusun secara kronologis  menyajikan fakta-fakta yang sering kali sangat kejam dan kemungkinan-kemungkinan luar biasa yang harus diatasi oleh para pemimpin untuk mencapai kemenangan dan bagaimana kontribusi mereka telah membentuk dunia yang kita tempati saat ini.;27/03/22 04.06
4491;1819;100 Tokoh Intelijen Dunia;2011;Hampir setiap negara memiliki badan-badan atau lembaga intelijen;
4956;1819;Yok Koeswoyo;2012;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;27/03/22 04.48
5581;1950;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;27/03/22 05.30
